route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
FR:Line::4a6237b8-ef50-4f1e-a9e9-2dc76c76f45c:,1187,K5,PARIS - DIJON,,2,,BF005F,FFFFFF
FR:Line::4c3406ed-f3cb-4b2f-8cf5-c7670940adb3:,1187,P41,Rennes Le Mans,,2,,006600,FFFFFF
FR:Line::4f784834-828d-4bbf-a65d-d21599ce8dc2:,1187,L31,31. Limoges - Périgueux - Bordeaux,,2,,3E844C,FFFFFF
FR:Line::510B9A71-D5BA-4662-BBF4-52C37975DCD5:,1187,P815,Mommenheim - Bouxwiller,,3,,006600,FFFFFF
FR:Line::514f7286-d90a-4a5f-a186-9e672880c946:,1187,C71,REIMS - SAINT DIZIER,,2,,0749FF,FFFFFF
FR:Line::518E9B38-0951-4497-9594-67CB169CDB4E:,1187,003C,Nord - Bretagne TGV,,2,,,
FR:Line::51E75535-AD1F-4D5B-815C-1513EDC94FC1:,1187,P810,Selestat - Ribeauville,,3,,006600,FFFFFF
FR:Line::52D5BA37-0A0E-43ED-AB0D-DAF12888D586:,1187,C3,Toulouse Matabiau - Narbonne,,2,,0749FF,FFFFFF
FR:Line::53865649-1C74-4657-9123-DA7EDE71D3DB:,1187,C16,Colomiers - St Cyprien Arenes,,2,,0749FF,FFFFFF
FR:Line::53F2E1D2-2532-4CBF-9213-90D7962D5212:,1187,005D,Strasbourg -  Bruxelles,,2,,,
FR:Line::545d213e-22d3-4b62-9839-0693db5cfdb7:,1187,K16+,Tours-Blois-Orléans rapides,,2,,6E1E78,FFFFFF
FR:Line::546D29B5-FB72-4019-AF68-E23251A25790:,1187,T34,Sarreguemines - Sarrebruck,,0,,0749FF,FFFFFF
FR:Line::55336db1-26a1-4696-aa6a-b9afd42dbaf9:,1187,P41,Le Mans - Laval - Vitré - Rennes,,2,,,
FR:Line::560BC1BD-AE16-4EAE-B2A2-F57BCD2E271B:,1187,P26,Nevers - Decize,,2,,006600,FFFFFF
FR:Line::5648ced8-53ec-4327-a902-803b8aeeb1d9:,1187,770A,Paris - Briançon,,2,,,
FR:Line::5728B123-A2A2-4344-9BA6-F78FFC42AE57:,1187,C50,Metz - Luxembourg,,2,,0749FF,FFFFFF
FR:Line::576E2F4E-738A-4830-A235-A3BAAA706745:,1187,C11,Nantes - St-Gilles-Croix-De-Vie,,2,,0749FF,FFFFFF
FR:Line::576ebcaf-ad0f-4599-ae3b-c9b9e15312e0:,1187,E08,RE Modane / Grenoble,,3,,006600,FFFFFF
FR:Line::57AE0F48-2436-44BD-A2F0-AA45D4A483E7:,1187,C2,PARIS - EVREUX - SERQUIGNY,,2,,0749FF,FFFFFF
FR:Line::58E6B1CC-5FD9-4B7D-93CA-05062BA23E9C:,1187,001A,Lille Lyon TGV,,2,,,
FR:Line::58E7EAEC-D896-481E-8E78-6CD689E7B142:,1187,P1,Morlaix - Brest,,2,,006600,FFFFFF
FR:Line::58FC3A74-C0EE-43AD-98F7-313645A935BF:,1187,P7,Dijon - Bourg En Bresse,,2,,006600,FFFFFF
FR:Line::58c0c9b7-3765-46af-85a3-f193f3030e9b:,1187,061A,Est - Nantes TGV,,2,,,
FR:Line::596F07F3-98CE-401C-B7B8-7F9D83F663CD:,1187,P51,Metz - Thionville - Perl,,2,,006600,FFFFFF
FR:Line::5AC46107-DDD7-4B20-B45B-C8452889B3DB:,1187,P4,Rennes - Vitre - Laval,,2,,006600,FFFFFF
FR:Line::5B616F3E-D726-494F-80C2-7EB8355C3177:,1187,K24,Avignon - Lyon Perrache - Mâcon,,2,,BF005F,FFFFFF
FR:Line::5B76AFB9-244D-4AC6-9720-8142DC7F6A91:,1187,601A,Paris - Lyon TGV,,2,,,
FR:Line::5C7E6571-E713-456B-9CC6-C22814EB3809:,1187,P26,Bourgoin-Jallieu - Chambery,,2,,006600,FFFFFF
FR:Line::5CE372B6-CE7D-4780-B4F8-F5979FED5405:,1187,K4,Lyon Part Dieu - Avignon,,2,,BF005F,FFFFFF
FR:Line::5D89C2F5-735F-4E7B-BD48-FF6274049ADC:,1187,C4,Rennes - Vitre,,2,,0749FF,FFFFFF
FR:Line::5E1E8A00-EE09-4F92-9E83-4C809674828F:,1187,K850,Nancy - Vittel via Autoroute,,3,,BF005F,FFFFFF
FR:Line::5E25F2B5-D15F-475F-B424-C7ED6748FE50:,1187,P3,Lisieux - Deauville,,2,,006600,FFFFFF
FR:Line::5EBB4B8B-32E4-41BD-BE0E-23A41872D992:,1187,P66,Saint-André Le Gaz - Chambery,,3,,006600,FFFFFF
FR:Line::5F71EC1D-5326-4515-A083-D211D668A970:,1187,P14,Orléans - Nevers,,2,,006600,FFFFFF
FR:Line::5F78C151-1447-4A6B-9456-5D87E4BCA50B:,1187,P851,Nancy - Vezelise - Mirecourt - Damblain,,3,,006600,FFFFFF
FR:Line::5af9eaad-75f1-4fdd-a67b-a7aea5d19625:,1187,621H,Paris - Chablais TGV,,2,,,
FR:Line::5c3aef34-54ab-4323-8cf2-326ed5f48e74:,1187,L26,26. Limoges - Eymoutiers - Ussel,,2,,3E844C,FFFFFF
FR:Line::5eba5a0a-e3e4-4ed8-8019-d0897daec724:,1187,P132,Bourges - Montluçon,,2,,006600,FFFFFF
FR:Line::5ed2f41e-5576-4745-96f5-3682a3f86989:,1187,C23+,STRASBOURG - SELESTAT Via MOLSHEIM,,2,,0F5B95,FFFFFF
FR:Line::601B40CA-5FF5-4DBC-927F-C6E397F6BB71:,1187,P813,Saverne - Frohmul,,3,,006600,FFFFFF
FR:Line::608A9B0B-6DF0-475B-82BA-E9792D7972A5:,1187,L2,ANNECY - COPPET,,2,,0076A9,FFFFFF
FR:Line::60EB08DC-0C15-42CD-8B51-908658B90D61:,1187,K4,Nantes - Rennes,,2,,BF005F,FFFFFF
FR:Line::60a02f18-2eca-4314-bb8f-6933a6768543:,1187,D45,45.  Bordeaux - Morcenx - Mont-de-Marsan,,2,,C31632,FFFFFF
FR:Line::60cc677a-4965-4934-adca-1a63a98a4737:,1187,P173,Le Puy en Velay - Marvejols,,3,,006600,
FR:Line::60faff89-b743-4b4b-a86b-3c0537769bfa:,1187,621B,Paris - Chambéry - Annecy TGV,,2,,,
FR:Line::6155CD5F-AB2D-4274-A052-8C7462540578:,1187,K4,PARIS - ARGENTAN - GRANVILLE,,2,,BF005F,FFFFFF
FR:Line::624ee439-887f-4bb3-9528-ba1628434edb:,1187,E07,RE Aubenas / Grenoble,,3,,006600,FFFFFF
FR:Line::62C16406-4390-4C30-B97A-94317527CF00:,1187,411C,Paris - Lemans - Angers - Nantes TGV,,2,,,
FR:Line::63041DA9-0F0D-48EB-A55B-FDC974E84576:,1187,P45,Belfort - Vesoul,,2,,006600,FFFFFF
FR:Line::6349C213-7B19-4078-BF2B-43CBECDA9545:,1187,C18,Ambérieu - Saint-Étienne,,2,,0749FF,FFFFFF
FR:Line::647E18CD-5FFE-40B0-832B-0613E3A1C822:,1187,P833,Sarreguemines - Sarre-Union - Sarrebourg,,3,,006600,FFFFFF
FR:Line::6480700B-AEFE-47AA-B7EC-814EA0C92E02:,1187,C2,Rennes - Messac-Guipry,,2,,0749FF,FFFFFF
FR:Line::64CFA44A-8FD1-4AEA-B725-EBD4316DC806:,1187,P15,Crépy-En-Valois - Laon,,2,,006600,FFFFFF
FR:Line::65138810-3045-45FD-930D-FA56FDE62809:,1187,P5,Dijon - Laroche - Auxerre,,2,,006600,FFFFFF
FR:Line::6660e3b5-b253-43c4-9e58-ece4d79481bf:,1187,L45,45.  Bordeaux - Morcenx - Mont-de-Marsan,,2,,3E844C,FFFFFF
FR:Line::666769D0-F105-4734-9587-1D966650724A:,1187,P34,Strasbourg - Sarrebruck,,2,,006600,FFFFFF
FR:Line::66849E04-284F-47D7-8795-4C925C6ED66F:,1187,K2+,Paris - Cherbourg,,2,,6E1E78,FFFFFF
FR:Line::66C88B3F-BB90-4A61-A125-548358ADEB68:,1187,P36,Etang - Autun,,3,,006600,FFFFFF
FR:Line::66FCED9B-077E-41C9-AF96-CA119BF3E925:,1187,433D,Paris - Rennes - BPL,,2,,,
FR:Line::67BBE50E-8EF8-48E9-8B18-7D4116AF8631:,1187,C38,Strasbourg - Lauterbourg - Woerth,,2,,0749FF,FFFFFF
FR:Line::67f8a1ee-e295-40e2-82e3-0cd94e9fd8f6:,1187,433F,Paris - Brest,,2,,,
FR:Line::6831fb72-94d3-417c-915f-b9656db78b1a:,1187,F41+,41+. Libourne - Bordeaux - Arcachon,,2,,7468AC,FFFFFF
FR:Line::6833bf81-1ed0-4954-a4e7-803f6801897b:,1187,C72+,REIMS - CULMONT CHALINDREY,,2,,0F5B95,FFFFFF
FR:Line::68841c81-3ddf-4568-b525-6e7110d66727:,1187,612B,Paris  -  Bâle  -  Zurich,,2,,,
FR:Line::68c586ae-0622-4f2a-b6f2-599f83bb50e5:,1187,P5,Toulouse Matabiau - Luchon,,2,,,
FR:Line::6973a1d6-1ab5-447c-b47e-d20af934f64d:,1187,L13,13. Angoulême - Bordeaux,,2,,3E844C,FFFFFF
FR:Line::69ABADD2-325C-47DC-BC61-D74DD87C5E3C:,1187,261E,Paris - Littoral,,2,,,
FR:Line::69E557E2-3900-42C6-87E5-9A35C4725755:,1187,P13,Dinan - Saint-Brieuc,,2,,006600,FFFFFF
FR:Line::6A73FB31-69FE-4B0C-A440-2AFC4D7F8084:,1187,P22,Clermont-Ferrand - Montluçon,,2,,006600,FFFFFF
FR:Line::6B259509-7C17-4FB6-9FCC-895FA3DE16D4:,1187,P10,Toulouse Matabiau - Mazamet,,2,,006600,FFFFFF
FR:Line::6B7519F5-DD4B-4BCC-A46E-FD5529E6446D:,1187,K45,Nancy - Dijon,,2,,BF005F,FFFFFF
FR:Line::6C6559A3-00FA-4B21-9192-B00E2C8C9A63:,1187,P31,Tours - Loches,,2,,006600,FFFFFF
FR:Line::6CC8BBE5-9508-49DB-95CD-797616EA49C6:,1187,081C,Normandie - PACA - Alpes,,2,,,
FR:Line::6CDB0462-C560-4D14-8E45-60E1833E0725:,1187,P40,Douai - Saint-Quentin,,2,,006600,FFFFFF
FR:Line::6D267C2D-7D54-4578-9380-B2C7C75C7010:,1187,061C,Est - Bordeaux TGV,,2,,,
FR:Line::6DA54FE6-6422-40CF-AE37-046532F9B309:,1187,P72,Moulin - Lozanne,,3,,006600,FFFFFF
FR:Line::6DF38694-D2E3-4706-9C07-D57B43B3E20E:,1187,C22,Strasbourg - Molsheim,,2,,0749FF,FFFFFF
FR:Line::6E3CCD81-9398-44C3-9D79-072A8303E507:,1187,803B,Paris - Thionville - Luxembourg TGV,,2,,,
FR:Line::6EB40F7F-A941-42AC-A848-3BC87A0676D0:,1187,P11,Nantes - Challans - St-Gilles-Croix-De-Vie,,3,,006600,FFFFFF
FR:Line::6F1D7ABC-B729-498A-B3BD-DE55587C60E2:,1187,K23,Lyon Part Dieu - Annecy,,2,,BF005F,FFFFFF
FR:Line::6F57C961-6DE1-4872-840E-82FE55BEC123:,1187,P6,Blois - Tours,,2,,006600,FFFFFF
FR:Line::6F6507CE-574F-4147-B2CF-BD93AA3669E7:,1187,C70,Lille Flandres - Hazebrouck,,2,,0749FF,FFFFFF
FR:Line::6a7e9883-518f-4a10-8f46-a659e93a82f9:,5235,P30,Beauvais - Abancourt - Le Tréport,,2,,006600,FFFFFF
FR:Line::6c285671-9f9c-44db-80ac-068653b4e95a:,1187,C40+,Remiremont - Luxembourg et Lunéville - Luxembourg,,2,,0F5B95,FFFFFF
FR:Line::6ff461eb-888f-494b-bc36-77aeb4c5ee50:,1187,P142,Vierzon - Montluçon,,2,,006600,FFFFFF
FR:Line::71467164-E6B8-40D5-ACC8-ED0FFF3AD2AB:,1187,K5,Nantes - Rennes Via Redon,,2,,BF005F,FFFFFF
FR:Line::714D1126-C14B-45DD-8752-90285B45A41F:,1187,P5,Rennes - Chateaubriant,,2,,006600,FFFFFF
FR:Line::7202091A-520B-4726-8959-489BB0D74527:,1187,K80,Lille Flandres - Courtrai,,2,,BF005F,FFFFFF
FR:Line::72891bc4-fda9-41c5-aae9-1e3595d3da36:,1187,P158,Agen - Auch,,3,,006600,
FR:Line::72f5a917-2e84-4293-ad57-f9292a429284:,1187,C30+,STRASBOURG - SARREBOURG,,2,,0F5B95,FFFFFF
FR:Line::73D50859-5CA3-42BE-92D2-15B56125EF05:,1187,807B,Paris - Haut-Rhin TGV,,2,,,
FR:Line::74E36C89-DC6A-4CE9-A1C7-CC8552AE882C:,1187,C10,Paris Nord - Amiens,,2,,0749FF,FFFFFF
FR:Line::75711759-571a-4c6c-a9fa-57cfb79a4b2f:,1187,591A,Nantes - Bordeaux,,2,,,
FR:Line::757716c9-9565-495a-8dd8-38a926d7b502:,1187,C3,Belfort-Besançon,,2,,0749FF,FFFFFF
FR:Line::75E9980B-E8DF-4696-8E87-123692055B00:,1187,421A,Paris - Hendaye TGV,,2,,,
FR:Line::75a19ec7-1b4d-491e-a88f-69b219f1dfff:,1187,L54,54. Bayonne - Cambo - Saint-Jean-Pied-de-Port,,2,,3E844C,FFFFFF
FR:Line::76213942-0D07-48A2-9108-99253D13D093:,1187,K2+,Paris - Montargis - Nevers,,2,,6E1E78,FFFFFF
FR:Line::769AD820-F58A-410A-9C2A-CB0BA7789DAB:,1187,K16,Orléans - Tours,,2,,BF005F,FFFFFF
FR:Line::77ABB665-7B33-4381-AAFC-8131FA780BE5:,1187,P20,Is - Tille - Dijon - Les Laumes,,2,,006600,FFFFFF
FR:Line::789690b9-0bee-4978-8bf9-f4810c9e16f2:,1187,C12,CAEN- COUTANCES - GRANVILLE - RENNES,,2,,0749FF,FFFFFF
FR:Line::79DE43F6-ACAA-498C-8042-B39CEC41C0D3:,1187,K14,Nantes - Quimper,,2,,BF005F,FFFFFF
FR:Line::79F02D11-43E5-467F-ACFC-6DDA1A594575:,1187,P8,Dole - St Claude,,2,,006600,FFFFFF
FR:Line::7A09BA80-0546-49AC-B82C-88AD0D0D5AAF:,1187,P10,Saint-Brieuc - Lannion,,2,,006600,FFFFFF
FR:Line::7B14F95D-1FA0-4908-B4C6-18EB63888CD7:,1187,601B,Paris - Saint-Etienne TGV,,2,,,
FR:Line::7B48FDEF-35FE-45ED-BA4D-A638BCE7E21A:,1187,K7,Marseille - Miramas - Avignon Centre Via Arles,,2,,BF005F,FFFFFF
FR:Line::7B49D18D-9775-42E3-9A17-CD0356432A4F:,1187,805B,Paris - Vosges TGV,,2,,,
FR:Line::7B6D24C9-C97E-4983-9E87-29A881C982D9:,1187,633C,Paris - Montpellier,,2,,,
FR:Line::7BA6A09D-4D2A-4474-992B-817EEBF7B17F:,1187,C25,Strasbourg - Offenbourg,,2,,0749FF,FFFFFF
FR:Line::7CD81996-B126-4F3E-87E2-C3A0783C9AC6:,1187,P16,Etang - Montchanin,,2,,006600,FFFFFF
FR:Line::7D71200B-CBB4-462C-8975-6C8910BAD84F:,1187,P2,Nantes - St Nazaire - Le Croisic,,2,,006600,FFFFFF
FR:Line::7DACE850-CDD7-46C7-91BC-3D031A6A0F01:,1187,P42,Vierzon - Montluçon,,2,,006600,FFFFFF
FR:Line::7DB0420F-470D-4C90-847F-1560F0624F60:,1187,K71,Lille Flandres - Saint-Omer - Calais Ville,,2,,BF005F,FFFFFF
FR:Line::7DEDA169-CB7D-44BD-B486-B1049617B446:,1187,T14,Mulhouse Gare Centrale - Thann Saint-Jacques,,0,,0749FF,FFFFFF
FR:Line::7E8D32FB-AADE-489A-B1BB-12DE944AB243:,1187,K61,Charleville - Lille,,3,,BF005F,FFFFFF
FR:Line::7EF9EA42-DEB3-4717-ABDF-2E1B8BC66BFA:,1187,L1,EVIAN - COPPET,,2,,D32C1E,FFFFFF
FR:Line::7F5715D2-21BD-40D4-BE90-E85A7C077771:,1187,C52,Metz - Sarrebruck,,2,,0749FF,FFFFFF
FR:Line::7F9EA7BE-952E-4092-8844-7DF608079E43:,1187,P57,Metz - Hagondange - Verdun,,2,,006600,FFFFFF
FR:Line::7FA0C8C8-BA63-4E9D-8609-5EC205EAA0A9:,1187,P836,Sarrebourg - Igney,,3,,006600,FFFFFF
FR:Line::7FADFAB2-C52C-4C0F-A4AF-8E15C7C8C9F8:,1187,633D,Paris - Lyon,,2,,,
FR:Line::7c00cf1f-74fd-4fda-a4e5-c2b1acb937a9:,1187,555A,Paris Austerlitz - Toulouse,,2,,,
FR:Line::7cf6957b-ec4e-443c-9271-59add0f9cfc6:,1187,K34,Valence - Marseille,,3,,BF005F,FFFFFF
FR:Line::7cf9756c-86fe-48ec-81dd-3fb67821f5a6:,1187,L12+,12+. Châtellerault - Poitiers - Angoulême,,2,,3E844C,FFFFFF
FR:Line::7e3afdb2-fbb0-41f0-8aae-2c10d44fe79f:,FR:Authority::7A842934-E342-4D4F-AF8D-8B4C404FFBC4:,A03,Annonay - Le Péage de Roussillon/Lyon PD,,3,,006600,FFFFFF
FR:Line::7f1e0c14-f26c-49fa-9d55-e16999a63328:,1187,611A,Paris - Besançon Viotte,,2,,,
FR:Line::80761D29-845F-4631-B487-63532579ED01:,1187,P65,10. Saumur -Thouars - Bressuire,,3,,006600,FFFFFF
FR:Line::82D50B01-1C39-4EBA-A198-F038BDEAF8BB:,1187,P30,Chalon - Montchanin,,2,,006600,FFFFFF
FR:Line::82F900E6-8684-48AD-91E2-B0BB06BF82F9:,1187,P75,Laroche Migennes - Avallon,,3,,006600,FFFFFF
FR:Line::8386b67c-20d6-4521-abfa-f87aed64db30:,1187,C53,Metz - Sarreguemines,,2,,0749FF,FFFFFF
FR:Line::83BD4C83-E9A7-46E1-91EA-B4D5D424CA05:,1187,P85,Langeac - Le Puy En Velay,,3,,006600,FFFFFF
FR:Line::83FEE29D-4900-4DEA-A7E0-9F54642B6E1F:,1187,P42,Lens - Douai,,2,,006600,FFFFFF
FR:Line::84107FF1-AF5C-45A9-B6D6-52A10C5F424A:,1187,K2,Rennes - Quimper,,2,,BF005F,FFFFFF
FR:Line::8440e055-0d15-4156-9e77-017af816441a:,5235,P20,Amiens - Tergnier - Laon,,2,,006600,FFFFFF
FR:Line::84762773-6B8B-4442-9CC3-2B637DB175D6:,1187,C24,Vienne - Lyon Perrache - Villefranche Sur Saône,,2,,0749FF,FFFFFF
FR:Line::84970e4a-a08b-4caf-94cc-b1de5e489f5a:,1187,K90+,Dunkerque - Lille Europe - Arras - Amiens Tergv,,2,,6E1E78,FFFFFF
FR:Line::84BC1172-DFEB-400B-9E16-D463DA9A393C:,1187,805A,Paris - Nancy TGV,,2,,,
FR:Line::84DC7868-DB96-46DB-B9DE-470D51CED21C:,1187,P52,St-Gervais Les Bains - Chamonix - Vallorcine,,2,,006600,FFFFFF
FR:Line::8538F7AF-4A1C-44E3-996D-D1611E7F7EC9:,1187,C1,Avignon Tgv - Avignon Centre - Carpentras,,2,,0749FF,FFFFFF
FR:Line::856dc99e-6546-4820-a1ce-7503c82c3f70:,5235,P24,Amiens - Abancourt,,2,,006600,FFFFFF
FR:Line::85C46941-D838-4F3D-821F-CA69C7168ADF:,1187,K14,Paris Nord - Saint-Quentin,,2,,BF005F,FFFFFF
FR:Line::85d3579c-996b-4671-89af-839855ede78a:,1187,A01,Tours - Saint-Pierre NavettesTGV,,2,,,
FR:Line::87124177-736D-40EA-8C1F-64C0FE8F5BA4:,1187,P835,Morhange - Sarrebourg,,3,,006600,FFFFFF
FR:Line::872509D5-9DC9-4F24-8BB0-3716CA6C6F27:,1187,K3,Lyon Part Dieu - Chambery,,2,,BF005F,FFFFFF
FR:Line::872DCA7D-6C9D-4E8C-8A79-C252C8957BD3:,1187,K31,Lyon Part Dieu - Chambéry - Modane FT,,2,,BF005F,FFFFFF
FR:Line::8753D4FA-06CF-49A8-B412-13F55FD4A1A8:,1187,081A,Bretagne - Sud Est TGV,,2,,,
FR:Line::88159CE6-0DEE-4F27-AC8E-C4D1FB16CDFC:,1187,K15,Le Croisic - Nantes - Le Mans,,2,,BF005F,FFFFFF
FR:Line::882F7C2C-BF1F-4B1C-91B8-5A2F5CA0D208:,1187,C13,Paris Nord - Compiègne,,2,,0749FF,FFFFFF
FR:Line::884A662A-9CC9-4133-94A5-88B4AE5206FD:,1187,671A,Francfort - Marseille,,2,,,
FR:Line::88FBDC05-4E46-4008-B9FB-255E389E4715:,1187,P80,Lille Flandres - Tourcoing,,2,,006600,FFFFFF
FR:Line::88c051bc-d7c4-4fd2-9cfe-df185d86ffff:,1187,K94+,Arras - Lille Europe - Boulogne - Rang-Du-Fliers Verton - Berck Tergv,,2,,6E1E78,FFFFFF
FR:Line::89BD9468-3499-4B6B-B3CB-50073CDD3F95:,1187,P8,Paris - Etampes - Orléans,,2,,006600,FFFFFF
FR:Line::8A155FC0-3E58-49EF-ADE6-DE0BF33A991E:,1187,C6,Rennes - Retiers,,2,,0749FF,FFFFFF
FR:Line::8A45A100-4B0A-430B-BAD0-EDB1ECD38F84:,1187,P2,Toulouse Matabiau - Rodez,,2,,006600,FFFFFF
FR:Line::8AA26B03-5BCC-472B-A2F7-7CDB75CC47ED:,1187,C51,Lille Flandres - Don-Sainghin - Lens,,2,,0749FF,FFFFFF
FR:Line::8B3F1FD1-3870-435B-8D30-A6998230AC64:,1187,C15,Dijon - Mâcon,,2,,0749FF,FFFFFF
FR:Line::8B910C1D-6DCC-4674-B2F7-C5274FDC64D4:,1187,C41,Nancy - Lunéville,,2,,0749FF,FFFFFF
FR:Line::8BD51CD7-7DB5-4286-BF29-BAB43FBAB43F:,1187,P76,Nevers - Luzy,,3,,006600,FFFFFF
FR:Line::8C1C1A08-8854-4535-A188-D047BD6F341C:,1187,P32,Bourges - Montluçon - Commentry,,2,,006600,FFFFFF
FR:Line::8CDAD95F-5C01-47A6-BC11-859D3DE040DF:,1187,K2,Nantes - Le Croisic,,2,,BF005F,FFFFFF
FR:Line::8D10DD09-16EC-4CD4-95AA-86221A3B1AD3:,1187,K59,Longwy - Luxembourg,,2,,BF005F,FFFFFF
FR:Line::8E9E1A26-30D4-49B7-8B37-D439E17FFC20:,1187,P2,Tours - Lyon,,2,,006600,FFFFFF
FR:Line::8EDA0FF6-311A-4C83-8C18-63D890856B43:,1187,631C,Paris - Languedoc Roussillon TGV,,2,,,
FR:Line::8a1bc223-73e7-4815-a5f4-7f15db60625a:,5235,P22,Amiens - Arras,,2,,006600,FFFFFF
FR:Line::8aec3444-7333-4485-92c8-4780cf7396ec:,1187,556A,Paris Austerlitz - Hendaye,,2,,,
FR:Line::8ba8a419-03e7-45ba-aef8-33b50dc5179b:,1187,121A,Nantes - Lyon,,2,,,
FR:Line::8c3b6920-35c9-4b67-b79d-434a4226e338:,1187,560D,Paris - Cahors,,2,,,
FR:Line::8e297df3-a23b-4d5f-a7e5-b5b66f2bfb3d:,1187,C46,LUNEVILLE - REVIGNY,,2,,0749FF,FFFFFF
FR:Line::8ed16083-f6af-44a8-8260-57b449cdcc9e:,1187,K150,CLERMONT  - MENDE,,3,,,
FR:Line::9076088F-48FF-42F3-BABE-1AA476103702:,1187,C4,Toulouse Matabiau - Ax Les Thermes,,2,,0749FF,FFFFFF
FR:Line::90CD8D71-6EAE-4A77-9922-7CD0EA4F796B:,1187,P3,Rennes - St-Brieuc,,2,,006600,FFFFFF
FR:Line::9130E77B-ACA3-48B1-A215-5A91484DA332:,1187,C5,Marseille - Aubagne,,2,,0749FF,FFFFFF
FR:Line::915D5DDD-48DB-4134-A537-E0AEBFB320C1:,1187,K12,Brest - Quimper -  Redon (Vers Nantes),,2,,BF005F,FFFFFF
FR:Line::915ED0D0-C16D-4049-BBAD-06375D50D1A8:,1187,P77,Seurre - Bourg En Bresse,,3,,006600,FFFFFF
FR:Line::9227d255-a1c8-4de7-b810-923df421bfc7:,1187,D52,52. Bordeaux - Dax - Pau - Tarbes,,2,,C31632,FFFFFF
FR:Line::92DB98EC-5A2B-415E-829C-C0262FDC5AD3:,1187,P31,DEAUVILLE-DIVES,,2,,006600,FFFFFF
FR:Line::9302e13e-8434-45ce-a5bc-9fe445fd95bc:,1187,K4,PARIS - MULHOUSE,,2,,BF005F,FFFFFF
FR:Line::93676b4d-70bb-42ae-a4ad-fade138a46c4:,1187,C76,REIMS - LAON,,2,,0749FF,FFFFFF
FR:Line::938DCE7E-3A57-443A-B771-92F6F819E7E3:,1187,K70,Lille Flandres - Dunkerque,,2,,BF005F,FFFFFF
FR:Line::942664a6-ca84-4d0f-aa9a-8ccf0c1818b7:,1187,F54,54. Bayonne - Cambo - Saint-Jean-Pied-de-Port,,2,,7468AC,FFFFFF
FR:Line::94da6970-1eba-4166-9d52-74771396d651:,1187,C50+,METZ - Luxembourg,,2,,0F5B95,FFFFFF
FR:Line::95C8F9DA-5F13-40B1-926F-08206EF3FC04:,1187,K1,Rennes - Brest,,2,,BF005F,FFFFFF
FR:Line::95D7FD74-472E-41BE-8455-BCCC03A72D17:,1187,P3,Chartres - Le Mans - Angers,,2,,006600,FFFFFF
FR:Line::960d5017-915b-4c7e-b452-2fd669ba48a5:,1187,K39,Tours - Le Mans - Caen,,2,,BF005F,
FR:Line::9631D86D-C79E-4FF2-BE3B-F02F248CE476:,1187,K6,Marseille - Toulon - Les Arcs,,2,,BF005F,FFFFFF
FR:Line::965C0279-4764-4FEA-B29B-363968EA28CE:,1187,K21,Calais -Ville - Amiens,,2,,BF005F,FFFFFF
FR:Line::96673798-1C18-49C7-BD1F-C60A57365567:,1187,P70,Dunkerque - Hazebrouck,,2,,006600,FFFFFF
FR:Line::96809d68-f37d-4e68-ac3c-3c0540f4e2f2:,5111,C13,Les Arcs - Cannes - Nice - Menton,,2,,0749FF,FFFFFF
FR:Line::9684FBBE-75D8-461A-B8F4-44181F11CFBC:,1187,421D,Paris - Bordeaux - Arcachon TGV,,2,,,
FR:Line::96E1C176-FBA0-4B52-9F21-EAA3A97DB2D2:,1187,P31,Dol - Dinan,,2,,006600,FFFFFF
FR:Line::96ce3252-9ee0-4a23-b9e4-9e5d6d6768a4:,1187,P60,CHARLEVILLE - LONGWY - THIONVILLE,,2,,006600,FFFFFF
FR:Line::9774036f-ddc4-48c1-a390-fb77383c5e3c:,1187,E15,RE St-Claude / Lyon,,3,,006600,FFFFFF
FR:Line::97ACE358-5D90-456A-8747-CF84681108B7:,1187,P4,21. Châteauroux - La Souterraine - Limoges,,2,,006600,FFFFFF
FR:Line::97E911FA-C8F2-4861-AD3C-C36CF4750A49:,1187,C1,ROUEN - VERNON - PARIS,,2,,0749FF,FFFFFF
FR:Line::9805a3d4-04d2-4122-9ac6-677255172215:,1187,D33,33. Bordeaux - Bergerac - Sarlat,,2,,C31632,FFFFFF
FR:Line::984d7034-ec86-434a-a5ea-cd737cc2a692:,1187,P38,Frasne-Pontarlier-Neuchâtel,,2,,006600,
FR:Line::98933BFE-501C-47DD-9424-2313BB0EECFC:,1187,P31,Paris Bercy - Auxerre,,2,,006600,FFFFFF
FR:Line::990301c3-14d2-4ac3-b839-9f452ebd7f65:,1187,P25,Grenoble - Clelles - Veynes,,2,,006600,FFFFFF
FR:Line::99549616-3619-4AD4-BD4C-6EDCEB576FB9:,1187,C12,Mulhouse - Bâle,,2,,0749FF,FFFFFF
FR:Line::9B25AB24-D245-4F3C-A70C-73EAF225FF0E:,1187,K13,Paris Nord - Maubeuge - Cambrai,,2,,BF005F,FFFFFF
FR:Line::9B891546-602E-47F3-BDBD-79097E163E9C:,1187,P17,Clermont-Ferrand - Nîmes,,2,,006600,FFFFFF
FR:Line::9BD0D04F-0EBE-4E25-954C-3089850CA2C1:,1187,C13,Belfort - Besançon,,2,,0749FF,FFFFFF
FR:Line::9CA52441-6491-437C-8C8E-6342E00CAB42:,1187,P45,Nancy - Neufchâteau,,2,,006600,FFFFFF
