station_name,trigram,uic_code,latitude,longitude
Heiligenberg - Mollkirch,HEG,87214627,48.5273135,7.381426
Heilles - Mouchy,HEC,87316398,49.340531,2.2725858
Heilly,HLY,87316059,49.9435191,2.5396593
Hellemmes,HEL,87286062,50.6226402,3.1149328
Hendaye,HED,87677005,43.353132,-1.781724
Hénin-Beaumont,HBE,87345157,50.41706,2.95211
Hennebont,HEN,87476259,47.7990019,-3.2857467
Herblay,HRY,87381889,48.99042,2.16208
Herchies,HEE,87313692,49.4879546,2.0109273
Héricourt,HCT,87184507,47.5729701,6.7691977
Héricy,HER,87682435,48.4424848,2.7605339
Hermes - Berthecourt,HRB,87313585,49.3544055,2.2416554
Herny,HYI,87193383,49.0036084,6.4769285
Herrlisheim,HRL,87212340,48.7279056,7.9102594
Herrlisheim-près-Colmar,HRH,87182329,48.0166417,7.3206381
Hesdigneul-lès-Boulogne,HES,87317107,50.6609475,1.6669967
Hesdin,HSD,87317222,50.378286,2.0351881
Hettange-Grande,HET,87191163,49.4076754,6.1566738
Hirson,HIQ,87295063,49.91455,4.08432
Hirson Écoles,HSO,87324335,49.9288321,4.0861491
Hochfelden,HCH,87212167,48.7554199,7.572355
Hoelschloch,HHH,87213413,48.9163252,7.8314949
Hoenheim Tram,HMT,87338517,48.6285976,7.7581387
Hoerdt,HOD,87213686,48.7029518,7.7794059
Hoffen,HFN,87213447,48.9312475,7.933587
Hombourg-Haut,HOH,87193276,49.1261085,6.7742703
Homécourt,HOM,87191692,49.2182988,5.9991714
Houdan,HOA,87393462,48.7958005,1.6027371
Houdemont,HDT,87141473,48.645478,6.1797255
Houilles - Carrières-sur-Seine,HAR,87386409,48.9199636,2.1850828
Houlgate,HOE,87444406,49.3000711,-0.0772276
Hundling,HDC,87193540,49.1066949,6.9775394
Huriel,HIL,87641217,46.3714332,2.4762569
Hyères,HYE,87755629,43.108867,6.124223
Igney,IYA,87144089,48.2709639,6.3995463
Igney - Avricourt,IAZ,87215103,48.6467012,6.8053062
Igny,IGY,87393561,48.7399008,2.2313626
Ille-sur-Têt,ILL,87784561,42.6682396,2.6242863
Illfurth,IFH,87182204,47.6764322,7.2685712
Illiers-Combray,ILC,87394437,48.303937,1.2448745
Imphy,IPY,87696450,46.9333537,3.2597113
Ingersheim - Cité Scolaire,ISC,87303875,48.08883,7.29823
Ingrandes sur Vienne,IGR,87575134,46.8746283,0.5691164
Ingrandes-Le Fresne-sur-Loire,IGA,87484360,47.4056382,-0.9210198
Ingwiller,IGW,87213785,48.8723277,7.477155
Invalides,INV,87393033,48.8619133,2.3150151
Irigny Yvours,IRY,87722249,45.69002,4.83229
Is-sur-Tille,IST,87713859,47.520454,5.129481
Isbergues,BIO,87342279,50.61399,2.46277
Isles - Armentières - Congis,IAC,87116616,48.9980994,3.0072998
Issé,ISE,87481622,47.6268289,-1.45068
Issoire,ISS,87734202,45.543884,3.25398
Issou - Porcheville,IPO,87381574,48.97931,1.78532
Issoudun,ISK,87597062,46.948763,1.985834
Issy Val de Seine,ISP,87393306,48.8295555,2.2635936
Issy-les-Moulineaux,ISY,87393074,48.8201001,2.2593469
Istres,ISR,87753418,43.5153953,4.9804272
Iteuil,ITL,87577403,46.4841223,0.3168298
Itxassou,ITX,87673665,43.324043,-1.3956111
Ivry-sur-Seine,IVN,87545301,48.814371,2.39099
Iwuy,IWY,87345397,50.2255015,3.3298634
Janzé,JZE,87471334,47.955364,-1.497538
Jarnac,JCB,87491472,45.6711292,-0.1777613
Jarrie - Vizille,JAV,87747535,45.0854543,5.7424487
Jarville-la-Malgrange,JAR,87141010,48.6698381,6.2024643
Jaunay-Clan,JAU,87575217,46.682044,0.3816535
Jaux,JAX,87272013,49.3868029,2.777316
Javel,JVL,87393066,48.8462046,2.2768401
Jeumont,JTJ,87295014,50.29606,4.08645
Jœuf,JOF,87191700,49.2250083,6.0177021
Joigny,JOI,87683243,47.973843,3.393082
Joigny-sur-Meuse,JGY,87172031,49.8336807,4.7672389
Joinville,JQI,87175091,48.4442977,5.143503
Joncet,JCT,87784710,42.5615245,2.3111464
Joncherey,JYE,87700153,47.5262,6.9988
Jonchery-sur-Vesle,JYV,87171314,49.290057,3.819422
Jonzac,JOH,87491142,45.4387456,-0.44164
Joué-lès-Tours,JLT,87571885,47.3541741,0.6675586
Jouy,JOY,87394155,48.5102582,1.5573972
Jouy-en-Josas,JAS,87393512,48.7650042,2.1635294
Juan les Pins,JAE,87757666,43.570896,7.11144
Juvisy-sur-Orge,JYS,87545244,48.68917,2.38267
Juziers,JUZ,87381558,48.99244,1.84579
Kalhausen,KHS,87193664,49.0350585,7.125352
Ker Lann,KEL,87159947,48.0429857,-1.7398306
Kerhostin,KHT,87476432,47.5369524,-3.1363795
Kerhuon,KHO,87474213,48.4096627,-4.3882136
Kilstett,KIL,87212324,48.6793065,7.8549031
Koenigsmacker,KER,87191619,49.3965538,6.2735503
Kogenheim,KEN,87214114,48.3389532,7.5353085
Krimmeri Meinau,KRI,87338525,48.56358,7.75259
Kruth,KRD,87182642,47.92396,6.9690938
Kurtzenhouse,KUR,87213660,48.741862,7.8130449
L'Abbaye,ABJ,87113886,48.922211,2.516874
L'Aigle,LAE,87444638,48.766229,0.620014
L'Aiguille,AGF,87592634,45.7783702,1.2049024
L'Arbresle,LBL,87721431,45.833299,4.618319
L'Argentière Les Écrins,LEE,87763557,44.7909802,6.5564162
L'Ariane La Trinité,ATJ,87751529,43.7343716,7.3025298
L'Estaque,LES,87751602,43.363628,5.3213598
L'Etang les Sablons,LEB,87726109,48.872302065217156,2.0688744062680113
L'Étang-la-Ville,ELW,87382473,48.86822,2.0766932
L'Herbergement - Les Brouzils,LHB,87486126,46.9069172,-1.3712431
L'Hermitage - Mordelles,LHL,87471060,48.123142,-1.8192987
L'Hôpital-du-Grosbois,LHO,87718528,47.1691016,6.2130861
L'Isle-Adam - Parmain,IAP,87276527,49.11482,2.20976
L'Isle-d'Abeau,ISA,87761239,45.607645,5.21969
L'Isle-Jourdain,LIJ,87611806,43.617185,1.089829
L'Isle-sur-la-Sorgue - Fontaine-de-Vaucluse,LFV,87765479,43.917393,5.047615
L'Isle-sur-le-Doubs,ISD,87184572,47.4473777,6.5812614
L'Isthme,LIH,87476275,47.54653639699773,-3.1335359717958777
La Barasse,LBC,87635581,43.2858384,5.4845101
La Barre Ormesson,LBJ,87271171,48.96633,2.31688
La Basse Indre - Saint-Herblain,LBI,87481069,47.2040872,-1.6603088
La Bassée - Violaines,BII,87342436,50.52799,2.80482
La Bastide - Saint-Laurent-les-Bains,LBS,87775171,44.5934829,3.9042849
La Baule Les Pins,BFP,87481697,47.2835196,-2.3648441
La Baule-Escoublac,LBE,87481754,47.28869,-2.389102
La Bernerie-en-Retz,BNX,87481267,47.0832616,-2.0341408
La Bohalle,WBH,87487843,47.4342356,-0.4000426
La Bonneville-sur-Iton,BVU,87387142,48.9884615,1.035014
La Borne Blanche,BBN,87276287,49.126985,2.5058656
La Brillanne - Oraison,LBO,87751271,43.9247771,5.8923199
La Brohinière,LBR,87471094,48.2134717,-2.110452
La Celle-Saint-Cloud,LCB,87382432,48.84259,2.13797
La Chaize-le-Vicomte,CZC,87486308,46.676779,-1.2820678
La Chapelle Aulnay,CVM,87590364,47.30859,-1.5415
La Chapelle Centre,EIF,87481564,47.2972029,-1.548012
La Chapelle-Saint-Mesmin,LCS,87543371,47.8929293,1.8268193
La Chapelle-sur-Loire,WSL,87571802,47.251227,0.2184812
La Charité-sur-Loire,LAT,87696195,47.179914,3.023883
La Chaumusse - Fort-du-Plasne,WFP,87715391,46.6048753,5.9613342
La Chaussée-Saint-Victor,WSV,87574251,47.6127952,1.3537834
La Ciotat - Ceyreste,LTV,87751784,43.199593,5.632647
La Clayette - Baudemont,CYB,87694737,46.2881469,4.2984195
La Coquille,LCQ,87592501,45.5408509,0.9744005
La Courneuve - Aubervilliers,ALC,87271304,48.9242,2.38443
La Couronne,LCO,87583617,45.604570970062376,0.1011570895580505
La Couronne Carro,CRQ,87753541,43.3398078,5.0517077
La Crau,LUV,87755611,43.1449352,6.0687663
La Crèche,CCK,87485474,46.3604181,-0.2962081
La Croix de Méan,XDM,87481689,47.300426,-2.1932575
La Défense,LDU,87382218,48.89308,2.23763
La Douzillère,DZD,87009696,47.3388167,0.6528244
La Faloise,FLO,87313239,49.696527,2.3485813
La Fère,FER,87296632,49.65802,3.36981
La Ferté-Alais,LFA,87681452,48.484876,2.35161
La Ferté-Bernard,LFB,87396325,48.1864887,0.639711
La Ferté-Imbault,FTV,87576082,47.3835442,1.9580537
La Ferté-Milon,LFM,87116673,49.1797269,3.1207223
La Ferté-Saint-Aubin,LFS,87543124,47.720975,1.93236
La Ferté-sous-Jouarre,LFJ,87116517,48.950741,3.125577
La Fontaine,FOK,87286427,50.5661459,2.9261079
La Forest-Landerneau,FOO,87474221,48.4263093,-4.3074515
La Fouillouse,LFI,87726232,45.4977675,4.3170839
La Frayère,FYS,87757740,43.5581088,6.9720902
La Fresnais,FSN,87478081,48.593655,-1.8432199
La Frette - Montigny,FMY,87381871,48.98035,2.18019
La Garde,LGD,87755306,43.1187044,6.0100767
La Garenne-Colombes,LGK,87386003,48.9093952,2.2396414
La Gorp,GOP,87584755,44.9288345,-0.4963844
La Gouesnière - Cancale - Saint-Méloir-des-Ondes,LGO,87478099,48.6144207,-1.9058105
La Grande-Paroisse,GPA,87682476,48.3787751,2.8971614
La Grave d'Ambarès,GVA,87491274,44.9356421,-0.477021
La Guerche-sur-l'Aubois,GUA,87576470,46.9477388,2.9485731
La Guierche,GUH,87396036,48.1138773,0.1931016
La Haie-Fouassière,LHE,87481416,47.1615899,-1.392195
La Hisse,HIZ,87478156,48.4961248,-2.0036608
La Hume,HUE,87582635,44.639879,-1.116
La Hutte Coulombiers,LHU,87396093,48.303495,0.1056788
La Jarrie,JAJ,87485185,46.12045,-1.02347
La Jonchère-Saint-Maurice,JOC,87592337,45.9944577,1.4803853
La Joux,JOO,87746842,45.9657075,6.910179
La Levade,LLE,87775247,44.228602,4.0102736
La Loupe,LLP,87394254,48.4737398,1.0109416
La Madeleine,LMA,87286187,50.6608037,3.0725804
La Marche,MKF,87691394,47.1396975,3.0395468
La Méaugon,MHT,87473124,48.4996127,-2.8439358
La Membrolle-sur-Choisille,LRL,87571513,47.4313179,0.6407872
La Ménitré,MEQ,87487884,47.397422,-0.275818
La Meyze,MYZ,87592808,45.6212964,1.2123135
La Mothe-Achard,LEH,87486423,46.6068648,-1.6596359
La Mothe-Saint-Héray,LHY,87485508,46.3807592,-0.1298415
La Norville - Saint-Germain-lès-Arpajon,NGE,87545459,48.591617,2.267586
La Pauline Hyères,LPH,87755314,43.1364769,6.0351027
La Penne-sur-Huveaune,PHE,87751743,43.2846765,5.5155698
La Plaine Stade de France - Saint-Denis - Aubervilliers,LPN,87164798,48.91839,2.36257
La Pomme,PPO,87751719,43.2905165,5.4413152
La Porcherie,PHR,87592295,45.5740586,1.5383469
La Possonnière,LPO,87484337,47.3713848,-0.6917009
La Poterie,PTK,87334508,48.0923448,-1.6307729
La Redonne Ensuès,RDS,87753574,43.33447,5.1975675
La Réole,REO,87582866,44.579742,-0.03057
La Ricamarie,LRM,87726703,45.4041516,4.360686
La Rivière de Mansac,LDZ,87594416,45.139681,1.3655086
La Rivière-Drugeon,RIW,87715144,46.8701507,6.2133331
La Roche-Maurice,ROW,87474262,48.4740885,-4.2050964
La Roche-sur-Foron,LRF,87746305,46.06756,6.303885
La Roche-sur-Yon,LRY,87486019,46.67212,-1.435621
La Rochelle,LRE,87485003,46.15269,-1.145305
La Rochelle Porte Dauphine,LRA,87437798,46.16755,-1.1518412
La Seyne - Six-Fours,LSM,87755264,43.116959,5.876966
La Souterraine,LST,87592378,46.239792,1.492151
La Suze-sur-Sarthe,LSZ,87396366,47.8919891,0.0266367
La Taye,LTA,87394403,48.4077566,1.3734019
La Teste-de-Buch,TTE,87582643,44.636924,-1.14295
La Tour-de-Salvagny,TSW,87721548,45.7998818,4.7164921
La Tour-du-Pin,LTP,87723478,45.560277,5.450092
La Tricherie,LTR,87575183,46.7288206,0.4412021
La Trinité Victor,TVR,87756767,43.7427854,7.3114604
La Valbonne,VAO,87723577,45.849225,5.124911
La Verpillière,VEI,87723395,45.6276,5.150866
La Verrière,VYL,87393256,48.7556954,1.943674
La Ville Gozet,GOZ,87641191,46.3497686,2.5918028
La Ville-Dieu-du-Temple,LIX,87611459,44.0355186,1.2149646
La Villette Saint-Prest,VTP,87394171,48.4827197,1.5228734
La Wantzenau,LWL,87212316,48.6651895,7.8247832
Labège Innopole,FRV,87612002,43.5473613,1.5129784
Labège Village,LEJ,87612028,43.5305367,1.5329207
Labenne,LBN,87673293,43.5870509,-1.4288712
Labergement-Sainte-Marie,GYR,87715219,46.77632,6.28011
Laboissière - Le Déluge,DEJ,87313676,49.2885368,2.1361486
Labouheyre,LBH,87582551,44.2106292,-0.9209296
Labruguière,LBG,87615526,43.5425692,2.2594728
Lacapelle-Viescamp,WCV,87645150,44.9202424,2.2654689
Lacelle,WCL,87592147,45.6412701,1.8264798
Lachaud Curmilhac,LDQ,87731828,45.1228045,3.6104913
Lacourtensourt,LNT,87611434,43.6638838,1.4138687
Lafarge,LAF,87592733,45.6338338,1.130859
Lagny - Thorigny,LGY,87116319,48.88218325,2.70404228
Laguépie,LPB,87613471,44.1455256,1.9692195
Laifour,LFU,87172072,49.911256,4.6923484
Laigné - Saint-Gervais,LSG,87396556,47.8740074,0.2172097
Laigneville,LAI,87276204,49.29276,2.44894
Laillé,LLJ,87471144,47.9717527,-1.7495654
Laissey,LJY,87718437,47.298723,6.23304
Lalbenque - Fontanes,LNQ,87613323,44.3332389,1.5116628
Lalinde,LLK,87584441,44.8396152,0.7427811
Lamagistère,LWG,87611855,44.1267231,0.8255002
Lamanon,LMN,87753731,43.6999662,5.0913333
Lamballe,LAM,87473108,48.46606,-2.511546
Lamonzie-Saint-Martin,LZE,87584243,44.8450247,0.3854609
Lamothe-Landerron,LOH,87582882,44.5628433,0.0451406
Lamothe-Montravel,LMH,87584151,44.8537384,0.0215683
Lamotte-Beuvron,LBQ,87543140,47.593898,2.022499
Lamure-sur-Azergues,LAZ,87721860,46.0610834,4.4921137
Lancerf,LNF,87473850,48.761873,-3.1181396
Lancey,LCW,87417501,45.2344784,5.8809758
Landas,LDD,87286575,50.4687775,3.290568
Landaul - Mendon,LDJ,87476226,47.7359877,-3.0860172
Landébia,LDB,87473264,48.5074212,-2.3313716
Landerneau,LDO,87474239,48.453572,-4.256528
Landévant,LDM,87476234,47.759578,-3.1251313
Landivisiau,LDI,87474270,48.496002,-4.082181
Landrecies,LNR,87295642,50.1283138,3.681997
Landry,LAY,87741777,45.5741713,6.7338182
Laneuveville-devant-Nancy,LNV,87141093,48.65564,6.22792
Langeac,LNG,87734319,45.10125,3.490672
Langeais,LGS,87571828,47.324114,0.410557
Langogne,LGG,87734350,44.732776,3.8573047
Langon,LGE,87582775,44.555448,-0.25554
Langres,LAG,87142091,47.8769474,5.3444064
Lannemezan,LNZ,87671123,43.114273,0.387367
Lannion,LNI,87473223,48.727638,-3.460353
Lantenay,LWP,87712323,47.3351085,4.860963
Laon,LAO,87296012,49.57061,3.62443
Lapeyrouse,LPY,87641043,46.2267825,2.893393
Laragne-Montéglin,LRN,87763755,44.3164984,5.8189832
Lardenne,KPL,87611939,43.5966262,1.3839252
Lardy,LYO,87545160,48.520639,2.255739
Laroche - Migennes,LAR,87683268,47.960998,3.513191
Laroque-Timbaut,LRQ,87586412,44.2875163,0.7497189
Laroquebrou,LQB,87645135,44.9641658,2.1929167
Lathus-Saint-Rémy,LHX,87575498,46.3380917,0.965009
Latour-de-Carol - Enveitg,LTL,87611483,42.4590464,1.9045027
Lauterbourg,LTG,87212464,48.9676973,8.1826817
Laval,LAL,87478404,48.076206,-0.760907
Laval-de-Cère,LLC,87594796,44.9512118,1.9317113
Lavaufranche,LVF,87597740,46.3212869,2.2700972
Lavaur,LVR,87615476,43.703479,1.813146
Lavaveix-les-Mines,LXM,87597781,46.0795307,2.0890801
Lavilletertre,VWT,87381202,49.2024666,1.9206361
Lavoûte-sur-Loire,LVL,87734707,45.1214503,3.9054101
Le Blanc-Mesnil,BAM,87271478,48.93248,2.47747
Le Bosquet,BQJ,87757757,43.5515285,6.9816599
Le Bourget,LBT,87271395,48.93096,2.42571
Le Bouscat - Saint-Germaine,LGM,87738096,44.870926495346204,-0.614049444932229
Le Bousquet-d'Orb,LBD,87781583,43.6912097,3.1689379
Le Bras de Fer,BFX,87681395,48.623287,2.450625
Le Breuil-sur-Couze,BCZ,87734228,45.4670838,3.2621478
Le Bruel,BWQ,87783548,44.4813286,3.358325
Le Buet,BVQ,87746883,46.018805,6.9204119
Le Bugue,BDG,87595744,44.9056892,0.942795
Le Buisson-de-Cadouin,LBU,87595751,44.84723,0.9081756
Le Burg,WBW,87594614,45.2157957,1.4298135
Le Cailar,LCI,87775825,43.6834141,4.2354236
Le Cateau-Cambrésis,LCA,87295220,50.0914606,3.5400454
Le Cellier,LEI,87481168,47.3135164,-1.3506694
Le Cendre - Orcet,CZJ,87734160,45.723796,3.188666
Le Chambon-Feugerolles,LCF,87726711,45.3947427,4.3223823
Le Chénay Gagny,CGG,87113522,48.877129,2.552692
Le Coteau,LCU,87726828,46.023984,4.086248
Le Coudray-Montceaux,CEX,87681635,48.5661679,2.4924649
Le Creusot,LCR,87694000,46.807815,4.4304403
Le Creusot - Montceau-les-Mines - Montchanin TGV,LCM,87694109,46.765343,4.499513
Le Croisic,LCC,87481788,47.289836,-2.507442
Le Dorat,LDT,87592543,46.2110908,1.0793364
Le Dramont,DRW,87757542,43.4178193,6.8442467
Le Fauga,FGA,87611046,43.4043288,1.2827183
Le Genest-Saint-Isle,GST,87478743,48.0967372,-0.8858084
Le Grand Jardin,GDJ,87444323,49.1505827,0.2271143
Le Grand-Lemps,LGL,87747220,45.3966261,5.4231117
Le Grau-du-Roi,LGR,87775866,43.5371273,4.140338
Le Haut Banc,HTB,87316687,50.8163364,1.7722209
Le Havre,LHA,87413013,49.492996,0.125677
Le Lioran,LLN,87645473,45.0905458,2.7533365
Le Luc - Le Cannet,LEC,87755405,43.3902379,6.3430972
Le Mans,LEN,87396002,47.995689,0.192578
Le Mans Hôpital-Université,LMV,87743872,48.014871,0.17445113
Le Mée-sur-Seine,WEE,87682179,48.540086,2.624116
Le Méridien La Ferrière,WER,87721522,45.7684995,4.7484432
Le Meux - La Croix-Saint-Ouen,LXS,87276733,49.3594029,2.7532645
Le Molay-Littry,MLW,87444083,49.2493263,-0.8809741
Le Monastier-Pin-Moriès,LMR,87783308,44.5089682,3.252057
Le Pallet,PLL,87481424,47.143831,-1.346898
Le Péage-de-Roussillon,PGR,87722678,45.371797,4.795402
Le Pénity,PYV,87473553,48.3646275,-3.4763815
Le Perray-en-Yvelines,LPE,87393298,48.6933406,1.856057
Le Plessis Chenet,IBM,87681627,48.5735652,2.479586
Le Plessis-Belleville,PLB,87271551,49.0959033,2.7448073
Le Poirier Université,LEP,87343210,50.33006,3.50273
Le Pont-de-Beauvoisin,POB,87741470,45.524636,5.680772
Le Pont-de-Claix,PDC,87747519,45.1251549,5.6998669
Le Pouliguen,LIG,87481762,47.2825404,-2.4331446
Le Puy-en-Velay,LPU,87734699,45.042866,3.892421
Le Quesnoy,LQY,87295857,50.25021,3.64552
Le Raincy - Villemomble - Montfermeil,RVM,87113472,48.889325,2.512062
Le Rouget,LRG,87645192,44.8565391,2.2355043
Le Soler,LSL,87784512,42.6787626,2.7930798
Le Stade,LSD,87381095,48.93093,2.26056
Le Teich,TEH,87582601,44.632507,-1.025556
Le Theil - La Rouge,LFQ,87396333,48.2672964,0.6944581
Le Theil-de-Bretagne,TIB,87471342,47.918742,-1.4319925
Le Thor,LTH,87765453,43.9265047,4.9962663
Le Toec,TOE,87353573,43.5956037,1.4014496
Le Trayas,TYA,87757575,43.4746639,6.9243444
Le Tréport - Mers-les-Bains,LTM,87317529,50.0628592,1.3763738
Le Val d'Or,VDO,87382366,48.85645,2.21636
Le Verdon-sur-Mer,LVD,87581389,45.5492065,-1.0650925
Le Vernet d'Ariège,VVT,87611350,43.1894138,1.6116214
Le Vert de Maisons,VDP,87681247,48.78934,2.43148
Le Vieux Briollay,VXB,87484139,47.5739696,-0.4829396
Leforest,LEF,87345223,50.4278,3.05977
Lens,LNS,87345025,50.426818,2.828254
Lentilly,LTY,87721555,45.82163,4.667103
Lentilly Charpenay,CNJ,87566919,45.8165247,4.6824009
Lépin-le-Lac - La Bauche,LPL,87741439,45.541519,5.7649834
Lérouville,LEL,87175240,48.7972181,5.5387053
Les Abrets - Fitilieu,FII,87741496,45.5421091,5.5754876
Les Arcs - Draguignan,LAC,87755447,43.455524,6.482498
Les Ardoines,LAD,87492108,48.782945,2.409046
Les Aubrais,LAB,87543017,47.926801,1.906629
Les Bardys,LBY,87592048,45.9046873,1.377389
Les Bons Pères,BJP,87297515,50.2798638,4.010967
Les Bossons,BHS,87746768,45.9067455,6.8391969
Les Boullereaux Champigny,BXP,87113779,48.824926,2.511884
Les Cabannes,CNB,87611574,42.7862854,1.6862985
Les Cabrils,KBI,87781559,43.779707,3.1860831
Les Cauquillous,CQO,87328021,43.7340198,1.7546798
Les Clairières de Verneuil,KVE,87386664,48.9922407,1.955265
Les Coquetiers,LQT,87113845,48.89244,2.499415
Les Deux Jumeaux,HPZ,87677104,43.3699568,-1.7643532
Les Échets,ECH,87723718,45.8746675,4.9108215
Les Églisottes-et-Chalaures,EGE,87584532,45.0942299,-0.0437576
Les Essarts-le-Roi,LSI,87393280,48.7217171,1.8904047
Les Eyzies-de-Tayac-Sireuil,EYZ,87595736,44.9411916,1.0081942
Les Flachères,FLD,87721704,45.7774345,4.7541523
Les Fontinettes,LTS,87317305,50.940831,1.8496343
Les Grésillons,LEG,87272146,48.92007,2.31441
Les Houches,HOU,87746743,45.8935639,6.796924
Les Lacs,LCK,87471516,48.1094359,-1.3208165
Les Laumes Alésia,LLA,87713115,47.543054,4.462602
Les Mais,LQW,87473587,48.4262577,-3.3828609
Les Martres-de-Veyre,MVY,87734178,45.688155,3.193228
Les Moussoux,MQK,87746818,45.9166347,6.8589899
Les Moutiers-en-Retz,MVB,87481259,47.0618983,-2.0009628
Les Mureaux,LMU,87386680,48.9927897,1.9129871
Les Noues,LNX,87276238,49.03234,2.47633
Les Ormes,ORE,87575118,46.9718269,0.6079476
Les Pavillons-sous-Bois,PVB,87113852,48.902418,2.511781
Les Pélerins,PKN,87746776,45.9125671,6.8472858
Les Perrières,PEF,87691600,47.0055213,3.1467144
Les Portes de Saint-Cyr,LPC,87710921,48.8062,2.07716
Les Praz de Chamonix,PZI,87746826,45.9394594,6.888753
Les Quatre Roues,QRS,87576181,47.3325521,1.7025282
Les Quatre-Routes-du-Lot,LQR,87594564,44.9974864,1.6439067
Les Ramassiers,RAM,87353581,43.6024594,1.3528032
Les Rosiers-sur-Loire,ROR,87487876,47.3625386,-0.2205371
Les Sables Blancs,LSA,87476267,47.57518,-3.13201
Les Sables-d'Olonne,LSO,87486449,46.499917,-1.78105
Les Salelles,SQL,87783514,44.4832687,3.2804008
Les Saules,LSW,87546226,48.7454924,2.417366
Les Tines,TNJ,87746834,45.9505693,6.8991603
Les Trillers,TIS,87641373,46.4147461,2.6001018
Les Vallées,LWA,87386300,48.913408,2.257909
Les Versannes,VSJ,87595702,45.088775,0.8574682
Les Yvris Noisy-le-Grand,LYV,87113803,48.823182,2.579828
Lesparre-Médoc,LSE,87581314,45.3035166,-0.9454015
Lesquin,LEQ,87286849,50.59068,3.11771
Leucate La Franqui,LEU,87781088,42.9327725,3.0128555
Leval,LLW,87295790,50.1845311,3.8366811
Lexos,LEX,87613489,44.1423958,1.8851014
Lezennes,LZS,87287102,50.6205699,3.0986481
Lézignan-Corbières,LZA,87615112,43.1999609,2.7699635
Lezoux,LEZ,87734442,45.8212175,3.385986
Liancourt - Rantigny,LIA,87276212,49.32471,2.44532
Liancourt-Saint-Pierre,LQK,87381210,49.2204964,1.905543
Libercourt,LIK,87345256,50.48025,3.00867
Libourne,LIB,87584052,44.915888,-0.236344
Liesle,LJL,87718130,47.0587683,5.8208121
Lieusaint - Moissy,LIU,87682153,48.628305,2.568935
Liévin,LVW,87345041,50.434139,2.7716316
Ligugé,LGJ,87575274,46.5203091,0.3331733
Lille CHR,ECR,87109306,50.61432,3.03432
Lille Europe,LEW,87223263,50.639224,3.075796
Lille Flandres,LLF,87286005,50.636577,3.06987
Lille Porte de Douai,PED,87287250,50.6119054,3.075837
Lillers,LLL,87342238,50.56163,2.47903
Limay,LSH,87381582,48.9841,1.74731
Limeray,LIZ,87574335,47.4502088,1.0499661
Limersheim,LHJ,87212274,48.4617328,7.6603581
Limoges Bénédictins,LIM,87592006,45.836089,1.267356
Limoges Montjovis,LMJ,87592022,45.8384117,1.2514147
Limoux,LMX,87615161,43.0563831,2.2228288
Limoux Flassian,LMF,87598755,43.0684511,2.2182832
Lingolsheim,LGH,87214502,48.5594092,7.6781143
Lisière Pereire,SGM,87733683,48.9032098,2.0733132
Lisieux,LIS,87444265,49.138299,0.231143
Lisle-sur-Tarn,LSU,87615310,43.85639,1.80823
Lison,LSN,87447219,49.226834,-1.050339
Liverdun,LDN,87141069,48.7493158,6.0617374
Livron-sur-Drôme,LIV,87761247,44.7796035,4.8305412
Livry-sur-Seine,LYQ,87682401,48.5104579,2.6788796
Lizy-sur-Ourcq,LZO,87116632,49.021929,3.031718
Loches,LOY,87571471,47.130464,1.000467
Logelbach,LOJ,87182345,48.087299,7.3206082
Loison-sous-Lens,LOO,87345231,50.4401891,2.8592403
Loivre,LXV,87171728,49.3466786,3.9906699
Longages - Noé,LNN,87611053,43.3563239,1.2519529
Longecourt-en-Plaine,LJK,87712620,47.1937936,5.1346952
Longjumeau,LJU,87393611,48.7020364,2.2943957
Longpont,LJP,87271775,49.2726851,3.2301676
Longpré-les-Corps-Saints,LGP,87313122,50.01128,2.00277
Longroy - Gamaches,LOG,87313817,49.9818917,1.5526598
Longueau,LUA,87313049,49.86344,2.35215
Longueil-Annel,LPK,87272195,49.4672441,2.8634086
Longueil-Sainte-Marie,LUE,87276303,49.3425377,2.7175537
Longuerue - Vieux-Manoir,LWM,87411447,49.5566781,1.2762275
Longueville,LON,87116137,48.513703,3.249822
Longueville-sur-Scie,LEV,87415141,49.7917558,1.1103434
Longuyon,LGN,87194274,49.4442555,5.604482
Longwy,LWY,87194001,49.5129923,5.7696358
Lons-le-Saunier,LLS,87718239,46.66858,5.551108
Loos lez Lille,LLZ,87286112,50.6128165,3.0170581
Loos-en-Gohelle,LQG,87345033,50.4378798,2.7933955
Loreux,LXU,87576157,47.3902731,1.8345356
Lorient Bretagne Sud,LRT,87476002,47.755597,-3.366221
Loriol-sur-Drôme,LOL,87761262,44.7544973,4.8171679
Lorraine TGV,TGL,87142109,48.947773,6.169838
Lothiers,LOT,87597104,46.6946801,1.5629763
Louhans,LHN,87713735,46.6309,5.2174853
Loulay,LLY,87491290,46.0435165,-0.5017525
Lourches,LOU,87343475,50.3102834,3.3434016
Lourdes,LDS,87671339,43.10037,-0.042174
Louroux-de-Bouble,LXB,87641050,46.2241289,2.9849368
Louveciennes,LFC,87382457,48.8610361,2.1230176
Louvres,LOV,87276253,49.0496573,2.5018967
Louvroil,LWF,87295535,50.2683469,3.9535768
Lozanne,LOZ,87721423,45.85414,4.681501
Luant,LUK,87597096,46.7357683,1.5901964
Luc,LCZ,87734368,44.654092,3.8915631
Luc-en-Diois,LDE,87761874,44.6136615,5.4546227
Luc-la-Primaube,LPA,87615773,44.2913982,2.5544751
Lucé,LCJ,87394015,48.4366725,1.4529681
